Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-AMI-HRRP,317.0,,0.8885,14.2,16.0,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-PN-HRRP,514.0,,0.9605,17.3,18.0,86.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-PN-HRRP,243.0,,0.941,17.3,18.4,38.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,READM-30-HF-HRRP,158.0,,1.1073,22.2,20.1,41.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-PN-HRRP,142.0,,0.9827,19.2,19.5,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-HIP-KNEE-HRRP,,,0.8242,4.2,5.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-PN-HRRP,227.0,,0.9734,18.9,19.4,41.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-PN-HRRP,,,0.8268,13.5,16.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-AMI-HRRP,57.0,,1.0696,21.7,20.3,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-HF-HRRP,214.0,,0.9222,20.4,22.1,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-PN-HRRP,194.0,,0.9732,18.5,19.0,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-AMI-HRRP,239.0,,0.9772,17.2,17.6,40.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-PN-HRRP,627.0,,1.1171,21.1,18.9,140.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-AMI-HRRP,119.0,,0.9859,15.7,16.0,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-HF-HRRP,352.0,,1.103,22.8,20.7,86.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOS ALAMITOS MEDICAL CENTER,50551,CA,READM-30-HIP-KNEE-HRRP,191.0,,1.0394,5.4,5.2,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MADERA COMMUNITY HOSPITAL,50568,CA,READM-30-PN-HRRP,149.0,,0.9637,15.7,16.3,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EISENHOWER MEDICAL CENTER,50573,CA,READM-30-AMI-HRRP,529.0,,0.8795,13.5,15.4,65.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,READM-30-AMI-HRRP,,,0.9474,19.9,21.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHINO VALLEY MEDICAL CENTER,50586,CA,READM-30-HF-HRRP,61.0,,1.0322,23.2,22.4,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-COPD-HRRP,73.0,,1.0218,19.9,19.5,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PLACENTIA LINDA HOSPITAL,50589,CA,READM-30-HIP-KNEE-HRRP,,,0.9851,4.5,4.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
METHODIST HOSPITAL OF SACRAMENTO,50590,CA,READM-30-PN-HRRP,157.0,,0.9704,14.6,15.1,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,60012,CO,READM-30-AMI-HRRP,134.0,,0.9545,13.7,14.3,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MERCY REGIONAL MEDICAL CENTER,60013,CO,READM-30-PN-HRRP,164.0,,0.9785,15.5,15.8,24.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTURA HEALTH-ST ANTHONY HOSPITAL,60015,CO,READM-30-PN-HRRP,177.0,,0.9106,15.3,16.8,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,60024,CO,READM-30-COPD-HRRP,190.0,,0.9728,20.5,21.1,37.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT JOSEPH HOSPITAL,60028,CO,READM-30-PN-HRRP,,,0.9795,15.5,15.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,60031,CO,READM-30-AMI-HRRP,408.0,,0.9273,12.2,13.1,46.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ROSE MEDICAL CENTER,60032,CO,READM-30-COPD-HRRP,159.0,,0.9057,18.1,20.0,22.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COLORADO PLAINS MEDICAL CENTER,60044,CO,READM-30-HF-HRRP,59.0,,0.9901,21.3,21.5,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEDICAL CENTER OF THE ROCKIES,60119,CO,READM-30-HIP-KNEE-HRRP,,,1.0538,5.2,4.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST FRANCIS HOSPITAL & MEDICAL CENTER,70002,CT,READM-30-HF-HRRP,1365.0,,1.0488,22.8,21.7,314.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SHARON HOSPITAL,70004,CT,READM-30-AMI-HRRP,,,0.9563,19.7,20.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WATERBURY HOSPITAL,70005,CT,READM-30-COPD-HRRP,318.0,,1.0096,19.6,19.4,63.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAWRENCE & MEMORIAL HOSPITAL,70007,CT,READM-30-HF-HRRP,718.0,,0.8518,18.8,22.1,126.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JOHNSON MEMORIAL HOSPITAL,70008,CT,READM-30-HF-HRRP,208.0,,0.9587,20.9,21.8,41.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MISSION COMMUNITY HOSPITAL,50704,CA,READM-30-PN-HRRP,158.0,,0.9519,19.2,20.2,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
YAMPA VALLEY MEDICAL CENTER,60049,CO,READM-30-HIP-KNEE-HRRP,,,0.8412,3.2,3.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COMMUNITY HOSPITAL,60054,CO,READM-30-HIP-KNEE-HRRP,,,0.895,3.3,3.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,60064,CO,READM-30-AMI-HRRP,,,0.9842,13.8,14.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STERLING REGIONAL MEDCENTER,60076,CO,READM-30-COPD-HRRP,,,0.9724,16.7,17.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STERLING REGIONAL MEDCENTER,60076,CO,READM-30-HIP-KNEE-HRRP,,,0.9662,5.0,5.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,60103,CO,READM-30-HIP-KNEE-HRRP,,,1.0683,4.6,4.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST ANTHONY NORTH HEALTH CAMPUS,60104,CO,READM-30-AMI-HRRP,99.0,,0.9976,15.3,15.3,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SKY RIDGE MEDICAL CENTER,60112,CO,READM-30-PN-HRRP,151.0,,0.9393,15.3,16.3,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,60113,CO,READM-30-HIP-KNEE-HRRP,161.0,,1.1126,5.6,5.1,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GOOD SAMARITAN MEDICAL CENTER,60116,CO,READM-30-COPD-HRRP,,,0.9503,15.7,16.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GOOD SAMARITAN MEDICAL CENTER,60116,CO,READM-30-PN-HRRP,,,0.9315,14.4,15.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,READM-30-AMI-HRRP,284.0,,1.0997,18.7,17.0,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TWIN CITIES COMMUNITY HOSPITAL,50633,CA,READM-30-HIP-KNEE-HRRP,376.0,,1.0487,4.6,4.3,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ORANGE COAST MEMORIAL MEDICAL CENTER,50678,CA,READM-30-AMI-HRRP,78.0,,1.0379,16.8,16.2,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAN RAMON REGIONAL MEDICAL CTR,50689,CA,READM-30-COPD-HRRP,88.0,,0.9626,18.9,19.7,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAN LEANDRO HOSPITAL,50773,CA,READM-30-HF-HRRP,68.0,,1.0172,22.1,21.7,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TEMECULA VALLEY HOSPITAL,50775,CA,READM-30-COPD-HRRP,,,1.0026,17.2,17.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH COLORADO MEDICAL CENTER,60001,CO,READM-30-COPD-HRRP,327.0,,0.9132,17.5,19.1,51.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH COLORADO MEDICAL CENTER,60001,CO,READM-30-HIP-KNEE-HRRP,329.0,,1.1045,5.5,5.0,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LONGMONT UNITED HOSPITAL,60003,CO,READM-30-PN-HRRP,187.0,,1.0143,16.1,15.9,31.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONTROSE MEMORIAL HOSPITAL,60006,CO,READM-30-HF-HRRP,,,0.9109,15.7,17.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONTROSE MEMORIAL HOSPITAL,60006,CO,READM-30-HIP-KNEE-HRRP,,,0.8632,3.5,4.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAN LUIS VALLEY HEALTH,60008,CO,READM-30-PN-HRRP,,,0.9506,14.4,15.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
POUDRE VALLEY HOSPITAL,60010,CO,READM-30-HIP-KNEE-HRRP,1880.0,,0.7276,3.3,4.6,57.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,READM-30-COPD-HRRP,292.0,,1.0364,19.7,19.0,60.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,READM-30-COPD-HRRP,50.0,,1.0068,23.0,22.9,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VENTURA COUNTY MEDICAL CENTER,50159,CA,READM-30-HF-HRRP,83.0,,0.9734,21.2,21.7,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,READM-30-PN-HRRP,,,0.9887,17.6,17.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JUDE MEDICAL CENTER,50168,CA,READM-30-COPD-HRRP,291.0,,1.0499,21.8,20.8,67.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JUDE MEDICAL CENTER,50168,CA,READM-30-HF-HRRP,487.0,,0.953,20.5,21.5,97.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST JUDE MEDICAL CENTER,50168,CA,READM-30-HIP-KNEE-HRRP,,,0.781,3.8,4.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMANUEL MEDICAL CENTER,50179,CA,READM-30-AMI-HRRP,302.0,,1.0325,17.0,16.5,53.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EMANUEL MEDICAL CENTER,50179,CA,READM-30-HIP-KNEE-HRRP,160.0,,1.2145,5.9,4.9,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,50180,CA,READM-30-HF-HRRP,659.0,,0.8707,19.1,22.0,118.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GEORGE L MEE MEMORIAL HOSPITAL,50189,CA,READM-30-PN-HRRP,,,0.9525,13.8,14.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARY MEDICAL CENTER,50191,CA,READM-30-COPD-HRRP,175.0,,1.0334,25.4,24.6,47.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARY MEDICAL CENTER,50191,CA,READM-30-HF-HRRP,160.0,,0.9798,23.9,24.4,37.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-COPD-HRRP,133.0,,1.0737,20.3,18.9,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MARTIN MEDICAL CENTER,100044,FL,READM-30-PN-HRRP,1072.0,,0.9372,15.8,16.8,165.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL DELAND,100045,FL,READM-30-COPD-HRRP,311.0,,1.0354,19.5,18.8,63.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYFRONT HEALTH PUNTA GORDA,100047,FL,READM-30-AMI-HRRP,99.0,,1.0197,18.2,17.8,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYFRONT HEALTH PUNTA GORDA,100047,FL,READM-30-HF-HRRP,373.0,,0.9452,21.3,22.5,76.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYFRONT HEALTH PUNTA GORDA,100047,FL,READM-30-HIP-KNEE-HRRP,249.0,,0.9193,5.4,5.9,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JAY HOSPITAL,100048,FL,READM-30-PN-HRRP,,,0.9784,16.5,16.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PALM SPRINGS GENERAL HOSPITAL,100050,FL,READM-30-HF-HRRP,273.0,,1.166,28.7,24.6,88.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTH LAKE HOSPITAL,100051,FL,READM-30-PN-HRRP,291.0,,1.056,17.3,16.4,54.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WINTER HAVEN HOSPITAL,100052,FL,READM-30-HIP-KNEE-HRRP,,,0.9275,4.9,5.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HIALEAH HOSPITAL,100053,FL,READM-30-COPD-HRRP,500.0,,1.0382,22.1,21.2,113.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HIALEAH HOSPITAL,100053,FL,READM-30-HF-HRRP,307.0,,1.2168,29.8,24.5,104.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TWIN CITIES HOSPITAL,100054,FL,READM-30-PN-HRRP,158.0,,1.0159,17.7,17.4,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL NORTH PINELLAS,100055,FL,READM-30-HIP-KNEE-HRRP,,,0.9717,5.8,6.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL WATERMAN,100057,FL,READM-30-HF-HRRP,968.0,,1.1274,24.7,21.9,246.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL WATERMAN,100057,FL,READM-30-HIP-KNEE-HRRP,816.0,,0.7711,4.1,5.4,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,100070,FL,READM-30-PN-HRRP,587.0,,0.9374,15.0,16.0,84.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAYFRONT HEALTH BROOKSVILLE,100071,FL,READM-30-AMI-HRRP,122.0,,1.1547,18.5,16.0,30.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL FISH MEMORIAL,100072,FL,READM-30-HF-HRRP,629.0,,1.0936,25.1,22.9,163.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOLY CROSS HOSPITAL,100073,FL,READM-30-HF-HRRP,720.0,,1.0367,22.2,21.4,162.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JFK MEDICAL CENTER,100080,FL,READM-30-COPD-HRRP,644.0,,1.0433,20.5,19.7,135.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BROWARD HEALTH NORTH,100086,FL,READM-30-COPD-HRRP,202.0,,1.0084,19.5,19.4,40.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAKE WALES MEDICAL CENTER,100099,FL,READM-30-COPD-HRRP,316.0,,1.2333,22.6,18.3,86.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INDIAN RIVER MEDICAL CENTER,100105,FL,READM-30-HIP-KNEE-HRRP,1177.0,,0.8871,4.5,5.1,51.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DOCTOR'S MEMORIAL HOSPITAL INC,100106,FL,READM-30-HF-HRRP,,,0.9659,19.3,20.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DOCTOR'S MEMORIAL HOSPITAL INC,100106,FL,READM-30-HIP-KNEE-HRRP,,,0.939,4.3,4.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,100109,FL,READM-30-AMI-HRRP,446.0,,0.9939,17.8,17.9,79.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,100109,FL,READM-30-HF-HRRP,781.0,,0.972,21.9,22.5,169.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OSCEOLA REGIONAL MEDICAL CENTER,100110,FL,READM-30-HIP-KNEE-HRRP,236.0,,1.1546,6.1,5.3,17.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UF HEALTH SHANDS HOSPITAL,100113,FL,READM-30-HIP-KNEE-HRRP,458.0,,1.143,5.6,4.9,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH OKALOOSA MEDICAL CENTER,100122,FL,READM-30-COPD-HRRP,507.0,,1.0371,20.4,19.7,106.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTH OKALOOSA MEDICAL CENTER,100122,FL,READM-30-PN-HRRP,279.0,,0.9434,16.4,17.4,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SANTA ROSA MEDICAL CENTER,100124,FL,READM-30-HIP-KNEE-HRRP,,,1.3166,6.1,4.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HOMESTEAD HOSPITAL,100125,FL,READM-30-PN-HRRP,157.0,,1.0016,16.5,16.5,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TAMPA GENERAL HOSPITAL,100128,FL,READM-30-COPD-HRRP,297.0,,0.915,21.4,23.3,57.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TAMPA GENERAL HOSPITAL,100128,FL,READM-30-HIP-KNEE-HRRP,970.0,,0.8763,4.5,5.1,41.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
AVENTURA HOSPITAL AND MEDICAL CENTER,100131,FL,READM-30-HF-HRRP,786.0,,1.1815,27.9,23.7,230.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
AVENTURA HOSPITAL AND MEDICAL CENTER,100131,FL,READM-30-HIP-KNEE-HRRP,,,1.1439,6.2,5.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TALLAHASSEE MEMORIAL HOSPITAL,100135,FL,READM-30-AMI-HRRP,408.0,,0.9851,15.4,15.6,62.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JACKSON HOSPITAL,100142,FL,READM-30-COPD-HRRP,206.0,,1.0272,18.1,17.6,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOWER KEYS MEDICAL CENTER,100150,FL,READM-30-PN-HRRP,109.0,,1.0561,17.7,16.8,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MAYO CLINIC,100151,FL,READM-30-AMI-HRRP,161.0,,0.8975,14.6,16.3,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAKE CITY MEDICAL CENTER,100156,FL,READM-30-PN-HRRP,443.0,,1.0149,18.1,17.8,81.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAKELAND REGIONAL MEDICAL CENTER,100157,FL,READM-30-HIP-KNEE-HRRP,831.0,,1.0508,5.1,4.8,43.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PLANTATION GENERAL HOSPITAL,100167,FL,READM-30-AMI-HRRP,233.0,,1.05,19.9,19.0,49.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLORIDA HOSPITAL TAMPA,100173,FL,READM-30-AMI-HRRP,203.0,,1.0857,18.6,17.1,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DESOTO MEMORIAL HOSPITAL,100175,FL,READM-30-PN-HRRP,162.0,,1.0677,18.9,17.7,35.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-PN-HRRP,307.0,,0.9745,16.2,16.6,48.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAKERSFIELD HEART HOSPITAL,50724,CA,READM-30-HF-HRRP,474.0,,1.0422,23.7,22.8,115.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COMMUNITY HOSPITAL OF LONG BEACH,50727,CA,READM-30-COPD-HRRP,121.0,,0.9425,19.1,20.3,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WHITTIER HOSPITAL MEDICAL CENTER,50735,CA,READM-30-HF-HRRP,147.0,,0.9956,21.3,21.4,31.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONTEREY PARK HOSPITAL,50736,CA,READM-30-COPD-HRRP,94.0,,1.0021,21.1,21.1,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GARFIELD MEDICAL CENTER,50737,CA,READM-30-PN-HRRP,463.0,,1.0389,19.1,18.4,91.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MARINA DEL REY HOSPITAL,50740,CA,READM-30-PN-HRRP,127.0,,1.0211,17.8,17.4,24.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTH COAST GLOBAL MEDICAL CENTER,50747,CA,READM-30-PN-HRRP,64.0,,1.0004,18.7,18.7,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SHERMAN OAKS HOSPITAL,50755,CA,READM-30-HIP-KNEE-HRRP,,,1.053,6.2,5.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SHERMAN OAKS HOSPITAL,50755,CA,READM-30-PN-HRRP,107.0,,1.0606,21.4,20.1,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONTCLAIR HOSPITAL MEDICAL CENTER,50758,CA,READM-30-COPD-HRRP,47.0,,1.0236,22.0,21.5,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HALIFAX HEALTH MEDICAL CENTER,100017,FL,READM-30-HF-HRRP,558.0,,1.0304,22.3,21.6,126.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PROVIDENCE TARZANA MEDICAL CENTER,50761,CA,READM-30-PN-HRRP,564.0,,0.9971,18.8,18.9,106.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,50770,CA,READM-30-AMI-HRRP,118.0,,1.0481,15.0,14.3,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SUTTER AUBURN FAITH HOSPITAL,50498,CA,READM-30-AMI-HRRP,,,0.9358,17.8,19.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SUTTER AUBURN FAITH HOSPITAL,50498,CA,READM-30-HIP-KNEE-HRRP,325.0,,0.9425,4.3,4.6,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT VINCENT MEDICAL CENTER,50502,CA,READM-30-PN-HRRP,321.0,,0.9359,15.0,16.1,44.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,50503,CA,READM-30-HF-HRRP,402.0,,0.8831,17.9,20.3,65.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MERCY SAN JUAN MEDICAL CENTER,50516,CA,READM-30-AMI-HRRP,243.0,,1.0383,17.3,16.7,44.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VICTOR VALLEY GLOBAL MEDICAL CENTER,50517,CA,READM-30-HIP-KNEE-HRRP,,,0.9272,4.8,5.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-COPD-HRRP,373.0,,0.9615,20.6,21.4,74.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SUTTER DELTA MEDICAL CENTER,50523,CA,READM-30-HIP-KNEE-HRRP,,,1.1231,8.4,7.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JOHN F KENNEDY MEMORIAL HOSPITAL,50534,CA,READM-30-HIP-KNEE-HRRP,511.0,,1.0283,4.8,4.7,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MANCHESTER MEMORIAL HOSPITAL,70027,CT,READM-30-AMI-HRRP,,,0.9626,18.5,19.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MANCHESTER MEMORIAL HOSPITAL,70027,CT,READM-30-HF-HRRP,376.0,,0.9768,21.1,21.6,78.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DANBURY HOSPITAL,70033,CT,READM-30-HIP-KNEE-HRRP,830.0,,0.8936,4.8,5.4,38.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"HOSPITAL OF CENTRAL CONNECTICUT, THE",70035,CT,READM-30-HF-HRRP,1014.0,,0.9758,21.2,21.8,214.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
